Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
2PMLPFVI,journalArticle,2024,Rita Uchenna Attah; Baalah Matthew Patrick Garba; Ifechukwu Gil-Ozoudeh; Obinna Iwuanyanwu,Enhancing supply chain resilience through artificial intelligence: Analyzing problem-solving approaches in logistics management,International Journal of Management & Entrepreneurship Research,,"2664-3596, 2664-3588",10.51594/ijmer.v6i12.1745,https://fepbl.com/index.php/ijmer/article/view/1745,"Additionally, the review examines the benefits of integrating AI into supply chain operations, such as improved risk management, enhanced decision-making, and increased adaptability to uncertainties. However, it also addresses the challenges of AI adoption, including high implementation costs, data privacy concerns, and organizational resistance to change. By presenting actionable insights and recommendations, this research aims to provide a roadmap for organizations seeking to harness AI to strengthen their supply chain resilience. The findings underscore the transformative potential of AI technologies in fostering robust, adaptive, and efficient supply chain systems capable of withstanding future uncertainties and disruptions.",12/4/2024,8/26/2025 15:08,8/26/2025 15:08,8/26/2025 15:08,3883-3901,,12,6,,Int. j. manag. entrep. res,Enhancing supply chain resilience through artificial intelligence,,,,,,,en,https://creativecommons.org/licenses/by-nc/4.0,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\E93Q9SZ6\Rita Uchenna Attah et al. - 2024 - Enhancing supply chain resilience through artificial intelligence Analyzing problem-solving approac.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7NQQHG8A,conferencePaper,2022,"Benjamin, Oluwasegun Olawale; Foye, Victoria Oluwatoyin","Inclusion, Organizational Resilience, and Sustainable Development in Nigeria: The Role of Digital Innovations",The 9th International Conference on Sustainable Development,,,10.3390/environsciproc2022015027,https://www.mdpi.com/2673-4931/15/1/27,"This study investigates the roles of digital technologies in promoting inclusion, resilience, and sustainable development in Nigeria. The study surveys relevant literature and concludes that the agricultural, e-commerce, ﬁnancial, and transportation sectors majorly use digital technologies to promote inclusion, resilience, and sustainable development in Nigeria. Therefore, the study recommends that the Nigerian government and leaders of industries should work together and address the factors hindering the adoption of industry 4.0 technologies in Nigeria to minimize the possible effects of future internal and external shocks on the Nigerian economy. In addition, it is imperative that an incentive system that promotes digital innovations is developed to keep the country on the path of growth and sustainable development.",5/7/2022,8/26/2025 15:08,8/26/2025 15:08,8/26/2025 15:08,27,,,,,,"Inclusion, Organizational Resilience, and Sustainable Development in Nigeria",,,,,MDPI,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,"C:\Users\LATITUDE E7470\Zotero\storage\6XS3PZIF\Benjamin and Foye - 2022 - Inclusion, Organizational Resilience, and Sustainable Development in Nigeria The Role of Digital In.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Sustainable Development,,,,,,,,,,,,,,,
PQX788WZ,journalArticle,2024,Rasheed O. Ajirotutu; Abiodun Benedict Adeyemi; Gil-Ozoudeh Ifechukwu; Tochi Chimaobi Ohakawa; Obinna Iwuanyanwu; Baalah Matthew Patrick Garba,Exploring the Intersection of Building Information Modeling (BIM) and Artificial Intelligence in Modern Infrastructure Projects,International Journal of Science and Research Archive,,25828185,10.30574/ijsra.2024.13.2.2421,https://ijsra.net/node/6918,"The integration of Building Information Modeling (BIM) and Artificial Intelligence (AI) is revolutionizing infrastructure development, offering innovative solutions for design, construction, and operational challenges. This study explores the synergy between BIM and AI, examining their conceptual framework, impact on sustainability and decision-making, and the challenges associated with their integration. Through a comprehensive review of recent literature and industry practices, the study elucidates the transformative potential of these technologies in modern infrastructure projects.",12/30/2024,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,2414-2427,,2,13,,Int. J. Sci. Res. Arch.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\YH75A4R2\Rasheed O. Ajirotutu et al. - 2024 - Exploring the Intersection of Building Information Modeling (BIM) and Artificial Intelligence in Mod.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXPMQ8J3,journalArticle,2024,"., Obasi S.N; ., Tenebe V. A; ., Obasi C.C; ., Jokthan G.E; ., Adjei E.A; ., Keyagha E.R",HARNESSING ARTIFICIAL INTELLIGENCE FOR SUSTAINABLE AGRICULTURE: A COMPREHENSIVE REVIEW OF AFRICAN APPLICATIONS IN SPATIAL ANALYSIS AND PRECISION AGRICULTURE,Big Data In Agriculture,,26827786,10.26480/bda.01.2024.01.13,https://bigdatainagriculture.com/paper/issue12024/1bda2024-01-13.pdf,"Artificial Intelligence (AI) has emerged as a transformative tool in the agricultural sector, particularly in spatial analysis and precision farming. This study explores how AI is influencing precision agriculture and spatial analysis, with particular attention to the opportunities and problems that the African agricultural landscape presents. The paper examines the current progress of AI integration and emphasizes the transformative potential of technology in revolutionizing farming practices across all agro-ecological zones in Africa. The project explores adapting precision farming to enhance crop yields, soil health, and mitigate climate change concerns using AI technologies such as sensor-based monitoring and satellite imaging analysis. Examining the socio-economic effects of AI adoption in agriculture in the African context, light is cast on how this technology may promote both economic growth and sustainable development. This research contributes to the knowledge of AI’s revolutionary impact on agricultural practices in Africa by addressing important aspects of precision agriculture and spatial analysis, opening the door for creative, effective, and sustainable farming methods. Using AI to precisely monitor crops, evaluate soil health, and improve decision-making through weather forecasting are some of the main areas of focus. The study looks at the prospects, difficulties, and socioeconomic effects of using AI in agriculture in several agro-ecological zones of Africa. In addition, it offers suggestions for policymakers, lists best practices, and indicates future lines of inquiry to fully utilize AI in advancing resilient and sustainable agriculture across Africa.",4/18/2024,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,13-Jan,,1,6,,Big Data Agric.,HARNESSING ARTIFICIAL INTELLIGENCE FOR SUSTAINABLE AGRICULTURE,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\FJVPYMTM\ et al. - 2024 - HARNESSING ARTIFICIAL INTELLIGENCE FOR SUSTAINABLE AGRICULTURE A COMPREHENSIVE REVIEW OF AFRICAN AP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQ6XRJ3K,journalArticle,2023,"Kong, Jude Dzevela; Akpudo, Ugochukwu Ejike; Effoduh, Jake Okechukwu; Bragazzi, Nicola Luigi","Leveraging Responsible, Explainable, and Local Artificial Intelligence Solutions for Clinical Public Health in the Global South",Healthcare,,2227-9032,10.3390/healthcare11040457,https://www.mdpi.com/2227-9032/11/4/457,"In the present paper, we will explore how artiﬁcial intelligence (AI) and big data analytics (BDA) can help address clinical public and global health needs in the Global South, leveraging and capitalizing on our experience with the “Africa-Canada Artiﬁcial Intelligence and Data Innovation Consortium” (ACADIC) Project in the Global South, and focusing on the ethical and regulatory challenges we had to face. “Clinical public health” can be deﬁned as an interdisciplinary ﬁeld, at the intersection of clinical medicine and public health, whilst “clinical global health” is the practice of clinical public health with a special focus on health issue management in resource-limited settings and contexts, including the Global South. As such, clinical public and global health represent vital approaches, instrumental in (i) applying a community/population perspective to clinical practice as well as a clinical lens to community/population health, (ii) identifying health needs both at the individual and community/population levels, (iii) systematically addressing the determinants of health, including the social and structural ones, (iv) reaching the goals of population’s health and well-being, especially of socially vulnerable, underserved communities, (v) better coordinating and integrating the delivery of healthcare provisions, (vi) strengthening health promotion, health protection, and health equity, and (vii) closing gender inequality and other (ethnic and socio-economic) disparities and gaps. Clinical public and global health are called to respond to the more pressing healthcare needs and challenges of our contemporary society, for which AI and BDA can help unlock new options and perspectives. In the aftermath of the still ongoing COVID-19 pandemic, the future trend of AI and BDA in the healthcare ﬁeld will be devoted to building a more healthy, resilient society, able to face several challenges arising from globally networked hyper-risks, including ageing, multimorbidity, chronic disease accumulation, and climate change.",2/4/2023,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,457,,4,11,,Healthcare,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,"C:\Users\LATITUDE E7470\Zotero\storage\RH2PR5G6\Kong et al. - 2023 - Leveraging Responsible, Explainable, and Local Artificial Intelligence Solutions for Clinical Public.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNJXEF7A,journalArticle,,,African Journal of Advanced Pure and Applied Sciences (AJAPAS),,,,,,"Libya with its abundant solar and wind resources, stands at the forefront of renewable energy potential in North Africa. However, integrating these intermittent energy sources into the grid poses significant challenges, particularly regarding reliability and cost. This manuscript explores the dual role of renewable energy and artificial intelligence (AI) in addressing these challenges, focusing on Libya's unique climatology. The study evaluates the technical, economic, and environmental impacts of renewable energy integration, supported by AI-driven solutions, and provides actionable recommendations for Libya's energy transition.",,8/26/2025 15:09,8/26/2025 15:09,,,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\LATITUDE E7470\Zotero\storage\NJB2BI9T\African Journal of Advanced Pure and Applied Sciences (AJAPAS).pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZZNHZJT,journalArticle,2023,Oluwaseun Feyisayo Fadipe,Indigenous Technology and its Contribution to the Socio-Economic Development of Contemporary Africa,,,23497831,10.5281/ZENODO.10002743,https://zenodo.org/doi/10.5281/zenodo.10002743,"This article investigates the pivotal role of indigenous technology in shaping the socio-economic development of contemporary Africa, with a particular focus on the pottery, leather, textile, craft, and iron industries within Nigeria. The study spans three critical historical phases: precolonial, colonial, and post-colonial periods. Throughout these eras, indigenous technology has not only survived but also thrived, contributing significantly to Nigeria's economic landscape. In the precolonial perspective, we delve into the rich history of these industries, highlighting their cultural and economic significance. We also explore the vital role played by women in sustaining these traditions, thus emphasizing the importance of gender inclusivity in indigenous technology. The colonial perspective unveils a complex narrative of foreign intervention and exploitation, which threatened to erode these indigenous practices. However, resilience prevailed, and the post-colonial era witnessed remarkable efforts to revive and modernize these industries. The economic and cultural contributions of indigenous technology to contemporary Nigeria are undeniable. Intriguingly, we examine the promising intersection of indigenous technology with artificial intelligence (AI). This presents new opportunities for the revitalization and advancement of these traditional industries, potentially accelerating economic growth and job creation. Furthermore, the article addresses the profound impact of climate and environmental changes on indigenous technology, emphasizing the need for adaptation strategies to secure sustainable practices. Crucially, this study advocates for scaling up indigenous technology as a cornerstone of sustainable development. By preserving and modernizing these industries, African nations can harness their full potential to improve livelihoods, promote cultural heritage, and address pressing global challenges. In conclusion, this research underscores the enduring significance of indigenous technology in contemporary Africa, particularly within Nigeria. It highlights the need for comprehensive policies that promote its growth, gender inclusivity, and integration with emerging technologies like AI. The findings suggest that indigenous technology is not just a historical artifact but a dynamic force that can drive socio-economic development in Africa's future.",10/14/2023,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,,,,,,,,,,,,,,en,Creative Commons Attribution 4.0 International,,,,DOI.org (Datacite),,Publisher: Paper Publications,,C:\Users\LATITUDE E7470\Zotero\storage\CQT9YHE2\Oluwaseun Feyisayo Fadipe - 2023 - Indigenous Technology and its Contribution to the Socio-Economic Development of Contemporary Africa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z24HC9BA,journalArticle,2022,"Obonyo, E A; Ouma, L A",Enhancing the resilience of low-income housing using emerging digital technologies,IOP Conference Series: Earth and Environmental Science,,"1755-1307, 1755-1315",10.1088/1755-1315/1101/9/092013,https://iopscience.iop.org/article/10.1088/1755-1315/1101/9/092013,"Abstract             The research discussed is part of a Belmont Forum disaster risk reduction project aimed at enhancing the resilience of low-income housing. This paper examines feasibility and viability of using emerging digital technologies to enhance the resilience of low-income housing based on requirements of resource constrained, low-lying coastal areas in East Africa. The authors focus on the need to facilitate data and knowledge sharing across domains to: 1) reduce or avoid the potential property loss from flooding events through mapping the interdependencies and interconnectedness across natural and human systems; 2) coordinate the provision of temporary shelter for displaced victims, and 3) building (back) better during the recovery phase. The deployment of Artificial Intelligence, Internet of Things, BIM, Digital twin, VR/AR in disaster risk management is still an emerging area of research. In general, cutting-edge digital technologies are deployed as standalone solutions to address existing data and knowledge sharing needs that are unique to a sub-group of stakeholders. A more holistic and comprehensive solution will require an integrative framework that supports the seamless flow of information across the stakeholders. We propose to address this need through an artificial intelligence enhanced data, information and knowledge sharing platform that synthesizes content into actionable insights",11/1/2022,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,92013,,9,1101,,IOP Conf. Ser.: Earth Environ. Sci.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\QU3I4LLD\Obonyo and Ouma - 2022 - Enhancing the resilience of low-income housing using emerging digital technologies.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8UPDID5,journalArticle,2023,"Deveci, Muhammet",Effective use of artificial intelligence in healthcare supply chain resilience using fuzzy decision-making model,Soft Computing,,"1432-7643, 1433-7479",10.1007/s00500-023-08906-2,https://link.springer.com/10.1007/s00500-023-08906-2,"AI technologies are absolutely changing the rules of the game all around the world. However, the diffusion rate of AI is widely ranging across countries. This study aims to fulﬁll a research gap regarding multidimensional comprehensive studies which could provide academic information to the policy makers, technology producers, adopters of technology and the workforce. Friction against the use of new technologies has been existing since the beginning of industrial revolution. This study examines the possible factors behind the friction in AI adoption process. The subject of the course in this study is the supply chain resilience which is a keystone in healthcare sector especially after the recent pandemics. Studies promise the efﬁciency improvements and cost reductions in healthcare when AI technologies are implemented in supply chain management of the industry. This paper proposes a fuzzy Aczel–Alsina-based decision-making model to analyze the factors that enhance the diffusion of AI technologies in healthcare supply chain management. The model is tested for the case of Turkish healthcare industry. Fuzzy decision-making model is used to solve the complexities in unveiling success factors in the implementation and diffusion phases. Results show that among many other factors tested, technology intensity, trialability and government support and policies are the most important AI success factors. The results are discussed to reveal potential policy recommendations.",7/17/2023,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,,,,,,Soft Comput,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\EULHJK67\Deveci - 2023 - Effective use of artificial intelligence in healthcare supply chain resilience using fuzzy decision-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EW2VMTYL,journalArticle,2024,"Belhadi, Amine; Mani, Venkatesh; Kamble, Sachin S.; Khan, Syed Abdul Rehman; Verma, Surabhi",Artificial intelligence-driven innovation for enhancing supply chain resilience and performance under the effect of supply chain dynamism: an empirical investigation,Annals of Operations Research,,"0254-5330, 1572-9338",10.1007/s10479-021-03956-x,https://link.springer.com/10.1007/s10479-021-03956-x,"Supply chain resilience (SCRes) and performance have become increasingly important in the wake of the recent supply chain disruptions caused by subsequent pandemics and crisis. Besides, the context of digitalization, integration, and globalization of the supply chain has raised an increasing awareness of advanced information processing techniques such as Artificial Intelligence (AI) in building SCRes and improving supply chain performance (SCP). The present study investigates the direct and indirect effects of AI, SCRes, and SCP under a context of dynamism and uncertainty of the supply chain. In doing so, we have conceptualized the use of AI in the supply chain on the organizational information processing theory (OIPT). The developed framework was evaluated using a structural equation modeling (SEM) approach. Survey data was collected from 279 firms representing different sizes, operating in various sectors, and countries. Our findings suggest that while AI has a direct impact on SCP in the short-term, it is recommended to exploit its information processing capabilities to build SCRes for long-lasting SCP. This study is among the first to provide empirical evidence on maximizing the benefits of AI capabilities to generate sustained SCP. The study could be further extended using a longitudinal investigation to explore more facets of the phenomenon.",2024-02,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,627-652,,3-Feb,333,,Ann Oper Res,Artificial intelligence-driven innovation for enhancing supply chain resilience and performance under the effect of supply chain dynamism,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\KB82NF9W\Belhadi et al. - 2024 - Artificial intelligence-driven innovation for enhancing supply chain resilience and performance unde.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES6SQ44F,journalArticle,2023,"Usigbe, Member Joy; Asem-Hiablie, Senorpe; Uyeh, Daniel Dooyum; Iyiola, Olayinka; Park, Tusan; Mallipeddi, Rammohan",Enhancing resilience in agricultural production systems with AI-based technologies,"Environment, Development and Sustainability",,1573-2975,10.1007/s10668-023-03588-0,https://link.springer.com/10.1007/s10668-023-03588-0,"Agricultural production systems play a crucial role in global societal sustenance as they provide the world’s food, fuel, and fiber supplies. However, these systems face numerous challenges including climate change and resource depletion. Modern technologies powered by artificial intelligence (AI) can help address these challenges by contributing to revolutionizing agricultural production and building resilience. While there has been a growing body of research on AI-based technologies in agricultural production systems, comprehensive literature reviews on the potential of AI-based technologies in enhancing resilience, and sustainability in agricultural production systems is lacking to the extent of the authors’ knowledge. Additionally, some studies have focused on specific AI-based technologies such as internet of things, creating a gap in ascertaining the impact of the cumulative application of these techniques. This review aims to fill these gaps by exploring the trends in the emergence of AI technologies and applications in agricultural production systems. It also investigates the integration of these technologies into traditional farming operations and driving climate-smart agriculture (CSA). Data on automation systems, AI applications, and CSA were gathered from peer-reviewed publications, reports, and public databases. Two Natural Language Processing (NLP) tools were utilized: the Iris.ai application and an in-house NLP tool developed with Fast.ai-NLP (the Fast.ai deep learning library). The Iris. ai-NLP tool extracted a thousand papers between 1940 and 2021, while the Fast.ai-NLP extracted forty thousand papers from early 1900s to 2023. These extracted papers were finally revised to a concise reading list of a hundred and thirty four papers. Results showed that greater attention has been given to AI-based technologies and models that enhanced production systems. The collective application of AI-based techniques can improve food security and environmental sustainability by optimizing processes to increase yield and aiding in effective monitoring to decrease environmental emissions such as greenhouse gases. The analyzed studies using NLP tools showed how AI technologies could address limitations in the agricultural sector and contribute to improving productivity, resilience to climate change, and food security. Rapid implementation of these technologies in agricultural production systems worldwide has the potential to address challenges such as, resource degradation and depletion, skilled labor shortages, and high input costs.",8/11/2023,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,21955-21983,,9,26,,Environ Dev Sustain,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\7IRCX3YZ\Usigbe et al. - 2023 - Enhancing resilience in agricultural production systems with AI-based technologies.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GK6IXCGG,journalArticle,2021,"Ibeneme, Sunny; Okeibunor, Joseph; Muneene, Derrick; Husain, Ishrat; Bento, Pascoal; Gaju, Carol; Housseynou, Ba; Chibi, Moredreck; Karamagi, Humphrey; Makubalo, Lindiwe","Data revolution, health status transformation and the role of artificial intelligence for health and pandemic preparedness in the African context",BMC Proceedings,,1753-6561,10.1186/s12919-021-00228-1,https://bmcproc.biomedcentral.com/articles/10.1186/s12919-021-00228-1,"Background: Artificial Intelligence (AI) platforms, increasingly deployed in public health, utilize robust data systems as a critical component for health emergency preparedness. Yet, Africa faces numerous challenges in the availability, analyses, and use of data to inform health decision-making. Countries have limited access to their population data. Those with access, struggle to utilize these data for program improvements. Owing to the rapid growth of mobile phone ownership and use in the region, Africa is poised to leverage AI technologies to increase the adoption, access and use of data for health. To discuss and propose solutions for responsible development and adoption of innovations like AI in Africa, a virtual workshop was organized from the 21st to 24th June, 2021. This report highlights critical policy dimensions of strengthening digital health ecosystems by high-level policymakers, technical experts, academia, public and private sector partners. Method: The four days’ workshop focused on nine sessions, with each session focusing on three themes. Discussions during the sessions concentrated on public and private sectors, the academia and multilateral organizations’ deployment of AI. These discussions expanded participants’ understanding of AI, the opportunities and challenges that exist during adoption, including the future of AI for health in the African region. Approximately 250 participants attended the workshop, including countries representatives from ministries of Health, Information and Technology, Developmental Organizations, Private Sector, Academia and Research Institutions among others. Results: The workshop resolved that governments and relevant stakeholders should collaborate to ensure that AI and digital health receive critical attention. Government ownership and leadership were identified as critical for sustainable financing and effective scale-up of AI-enabled applications in Africa. Thus, government is to ensure that key recommendations from the workshop are implemented to improve health sector development in Africa.",2021-11,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,22,,S15,15,,BMC Proc,,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\LATITUDE E7470\Zotero\storage\JLI3VUTT\Ibeneme et al. - 2021 - Data revolution, health status transformation and the role of artificial intelligence for health and.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHS4CIAR,journalArticle,2025,"Abdulameer, Layth; Al-Khafaji, Mahmoud Saleh; Al-Awadi, Aysar Tuma; Al Maimuri, Najah M. L.; Al-Shammari, Musa; Al-Dujaili, Ahmed N.; DhiyaAl‑Jumeily","Artificial Intelligence in Climate-Resilient Water Management: A Systematic Review of Applications, Challenges, and Future Directions",Water Conservation Science and Engineering,,"2366-3340, 2364-5687",10.1007/s41101-025-00371-2,https://link.springer.com/10.1007/s41101-025-00371-2,"Climate change intensifies global water insecurity through escalating hydrological extremes, deteriorating water quality, and aging infrastructure, necessitating transformative solutions. This systematic review evaluates the role of artificial intelligence (AI) in advancing climate-resilient water management. Key findings reveal that AI models—particularly long short-term memory (LSTM) and hybrid physics-informed neural networks—achieve superior accuracy in hydrological forecasting (Nash–Sutcliffe efficiency > 0.90), enabling reliable predictions of water availability, droughts, and floods. AI-driven optimization enhances water distribution efficiency by 15–30% in case studies, while IoT-integrated systems reduce agricultural water waste by 20–40%. However, critical challenges persist: (1) data inequity, with 70% of AI applications concentrated in temperate, data-rich regions, neglecting arid and low-income areas; (2) model interpretability gaps, as “black-box” algorithms hinder stakeholder trust; and (3) policy-technical misalignment, where siloed governance stifles scalable AI adoption. The review underscores the urgency of hybrid AI-physics frameworks to balance accuracy with explainability, decentralized data ecosystems to empower marginalized communities, and ethical governance protocols to address algorithmic bias and equity. Future research should prioritize integrating multi-source data to enhance model transparency, to ensure sustainable and inclusive water management strategies. By bridging technological innovation with systemic resilience, AI emerges as a critical tool in mitigating climate impacts and securing global water security.",2025-04,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,44,,1,10,,Water Conserv Sci Eng,Artificial Intelligence in Climate-Resilient Water Management,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\LATITUDE E7470\Zotero\storage\MMZWYVYA\Abdulameer et al. - 2025 - Artificial Intelligence in Climate-Resilient Water Management A Systematic Review of Applications,.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2P3PAMC,journalArticle,2025,"Reichstein, Markus; Benson, Vitus; Blunk, Jan; Camps-Valls, Gustau; Creutzig, Felix; Fearnley, Carina J.; Han, Boran; Kornhuber, Kai; Rahaman, Nasim; Schölkopf, Bernhard; Tárraga, José María; Vinuesa, Ricardo; Dall, Karen; Denzler, Joachim; Frank, Dorothea; Martini, Giulia; Nganga, Naomi; Maddix, Danielle C.; Weldemariam, Kommy",Early warning of complex climate risk with integrated artificial intelligence,Nature Communications,,2041-1723,10.1038/s41467-025-57640-w,https://www.nature.com/articles/s41467-025-57640-w,"Abstract             As climate change accelerates, human societies face growing exposure to disasters and stress, highlighting the urgent need for effective early warning systems (EWS). These systems monitor, assess, and communicate risks to support resilience and sustainable development, but challenges remain in hazard forecasting, risk communication, and decision-making. This perspective explores the transformative potential of integrated Artificial Intelligence (AI) modeling. We highlight the role of AI in developing multi-hazard EWSs that integrate Meteorological and Geospatial foundation models (FMs) for impact prediction. A user-centric approach with intuitive interfaces and community feedback is emphasized to improve crisis management. To address climate risk complexity, we advocate for causal AI models to avoid spurious predictions and stress the need for responsible AI practices. We highlight the FATES (Fairness, Accountability, Transparency, Ethics, and Sustainability) principles as essential for equitable and trustworthy AI-based Early Warning Systems for all. We further advocate for decadal EWSs, leveraging climate ensembles and generative methods to enable long-term, spatially resolved forecasts for proactive climate adaptation.",3/15/2025,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,2564,,1,16,,Nat Commun,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\PHNLDBAJ\Reichstein et al. - 2025 - Early warning of complex climate risk with integrated artificial intelligence.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYAV3KQX,journalArticle,2022,"Sun, Li; Shawe-Taylor, John; D’Ayala, Dina",Artificial intelligence-informed planning for the rapid response of hazard-impacted road networks,Scientific Reports,,2045-2322,10.1038/s41598-022-19637-z,https://www.nature.com/articles/s41598-022-19637-z,"Abstract                            Post-hazard rapid response has emerged as a promising pathway towards resilient critical infrastructure systems (               CISs               ). Nevertheless, it is challenging to scheme the optimal plan for those rapid responses, given the enormous search space and the hardship of assessment on the spatiotemporal status of               CISs               . We now present a new approach to post-shock rapid responses of road networks (               RNs               ), based upon lookahead searches supported by machine learning. Following this approach, we examined the resilience-oriented rapid response of a real-world               RN               across               Luchon               ,               France               , under destructive earthquake scenarios. Our results show that the introduction of one-step lookahead searches can effectively offset the lack of adaptivity due to the deficient heuristic of rapid responses. Furthermore, the performance of rapid responses following such a strategy is far surpassed, when a series of deep neural networks trained based solely on machine learning, without human interventions, are employed to replace the heuristic and guide the searches.",9/29/2022,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,16286,,1,12,,Sci Rep,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\8CF2KDL2\Sun et al. - 2022 - Artificial intelligence-informed planning for the rapid response of hazard-impacted road networks.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7JRXBB3F,journalArticle,2021,"Chester, Mikhail; Underwood, B. Shane; Allenby, Braden; Garcia, Margaret; Samaras, Constantine; Markolf, Samuel; Sanders, Kelly; Preston, Benjamin; Miller, Thaddeus R.",Infrastructure resilience to navigate increasingly uncertain and complex conditions in the Anthropocene,npj Urban Sustainability,,2661-8001,10.1038/s42949-021-00016-y,https://www.nature.com/articles/s42949-021-00016-y,"Abstract             Infrastructure are at the center of three trends: accelerating human activities, increasing uncertainty in social, technological, and climatological factors, and increasing complexity of the systems themselves and environments in which they operate. Resilience theory can help infrastructure managers navigate increasing complexity. Engineering framings of resilience will need to evolve beyond robustness to consider adaptation and transformation, and the ability to handle surprise. Agility and flexibility in both physical assets and governance will need to be emphasized, and sensemaking capabilities will need to be reoriented. Transforming infrastructure is necessary to ensuring that core systems keep pace with a changing world.",2/23/2021,8/26/2025 15:09,8/26/2025 15:09,8/26/2025 15:09,4,,1,1,,npj Urban Sustain,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\T8T9XDGW\Chester et al. - 2021 - Infrastructure resilience to navigate increasingly uncertain and complex conditions in the Anthropoc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
